station_key,station_id,traffic_direction_name,cardinal_direction_name,classification_type,year,period,traffic_count,data_availability,data_reliability
55363,2309,PRESCRIBED,NORTH,UNCLASSIFIED,2022,PM PEAK,2399,13,94
55385,2379,PRESCRIBED,EAST,UNCLASSIFIED,2022,AM PEAK,15885,99,89
55385,2379,PRESCRIBED,EAST,UNCLASSIFIED,2022,WEEKDAYS,50917,-1,-1
55385,2379,PRESCRIBED,EAST,UNCLASSIFIED,2022,OFF PEAK,23077,99,100
55385,2379,PRESCRIBED,EAST,UNCLASSIFIED,2022,ALL DAYS,49577,99,96
55385,2379,PRESCRIBED,EAST,UNCLASSIFIED,2022,PM PEAK,11955,99,97
55385,2379,PRESCRIBED,EAST,UNCLASSIFIED,2022,WEEKENDS,46448,-1,-1
55393,2384,COUNTER,EAST,UNCLASSIFIED,2022,ALL DAYS,17988,99,97
55393,2384,COUNTER,EAST,UNCLASSIFIED,2022,WEEKDAYS,18322,-1,-1
55393,2384,COUNTER,EAST,UNCLASSIFIED,2022,PM PEAK,4289,99,98
55393,2384,COUNTER,EAST,UNCLASSIFIED,2022,WEEKENDS,17215,-1,-1
55393,2384,COUNTER,EAST,UNCLASSIFIED,2022,OFF PEAK,9167,99,100
55393,2384,COUNTER,EAST,UNCLASSIFIED,2022,AM PEAK,4866,99,91
55423,2413,PRESCRIBED,NORTH,UNCLASSIFIED,2022,AM PEAK,2606,99,90
55423,2413,PRESCRIBED,NORTH,UNCLASSIFIED,2022,PM PEAK,2323,99,96
55423,2413,PRESCRIBED,NORTH,UNCLASSIFIED,2022,WEEKENDS,8052,-1,-1
55423,2413,PRESCRIBED,NORTH,UNCLASSIFIED,2022,ALL DAYS,8705,99,96
55423,2413,PRESCRIBED,NORTH,UNCLASSIFIED,2022,WEEKDAYS,8977,-1,-1
55423,2413,PRESCRIBED,NORTH,UNCLASSIFIED,2022,OFF PEAK,4048,99,100
55430,3018,PRESCRIBED,NORTH,UNCLASSIFIED,2022,OFF PEAK,7691,99,94
55430,3018,COUNTER,SOUTH,UNCLASSIFIED,2022,AM PEAK,3779,99,87
55430,3018,PRESCRIBED,NORTH,UNCLASSIFIED,2022,WEEKDAYS,17749,-1,-1
55430,3018,PRESCRIBED,NORTH,UNCLASSIFIED,2022,WEEKENDS,16205,-1,-1
55430,3018,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2022,ALL DAYS,33997,-1,-1
55430,3018,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2022,WEEKENDS,31339,-1,-1
55430,3018,COUNTER,SOUTH,UNCLASSIFIED,2022,OFF PEAK,7885,99,97
55430,3018,COUNTER,SOUTH,UNCLASSIFIED,2022,WEEKDAYS,17369,-1,-1
55430,3018,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2022,WEEKDAYS,35118,-1,-1
55430,3018,COUNTER,SOUTH,UNCLASSIFIED,2022,PM PEAK,5705,99,91
55430,3018,COUNTER,SOUTH,UNCLASSIFIED,2022,ALL DAYS,16724,99,94
55430,3018,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2022,AM PEAK,9383,-1,-1
55430,3018,PRESCRIBED,NORTH,UNCLASSIFIED,2022,AM PEAK,5604,99,81
55430,3018,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2022,OFF PEAK,15576,-1,-1
55430,3018,PRESCRIBED,NORTH,UNCLASSIFIED,2022,PM PEAK,4454,99,89
55430,3018,PRESCRIBED,NORTH,UNCLASSIFIED,2022,ALL DAYS,17273,99,92
55430,3018,COUNTER,SOUTH,UNCLASSIFIED,2022,WEEKENDS,15134,-1,-1
55430,3018,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2022,PM PEAK,10159,-1,-1
55432,3022,COUNTER,EAST,UNCLASSIFIED,2022,ALL DAYS,10779,90,99
55432,3022,COUNTER,EAST,UNCLASSIFIED,2022,PM PEAK,2696,90,99
55432,3022,COUNTER,EAST,UNCLASSIFIED,2022,WEEKENDS,10726,-1,-1
55432,3022,COUNTER,EAST,UNCLASSIFIED,2022,OFF PEAK,5443,90,100
55432,3022,COUNTER,EAST,UNCLASSIFIED,2022,WEEKDAYS,10850,-1,-1
55432,3022,COUNTER,EAST,UNCLASSIFIED,2022,AM PEAK,2711,90,93
56602,100001,PRESCRIBED AND COUNTER,BOTH,HEAVY VEHICLES,2022,ALL DAYS,3801,-1,-1
56602,100001,PRESCRIBED,SOUTH,LIGHT VEHICLES,2022,PM PEAK,5620,73,85
56602,100001,COUNTER,NORTH,LIGHT VEHICLES,2022,WEEKENDS,15553,-1,-1
56602,100001,PRESCRIBED AND COUNTER,BOTH,ALL VEHICLES,2022,AM PEAK,9254,-1,-1
56602,100001,COUNTER,NORTH,HEAVY VEHICLES,2022,AM PEAK,674,49,86
56602,100001,PRESCRIBED,SOUTH,LIGHT VEHICLES,2022,AM PEAK,3552,72,86
56602,100001,PRESCRIBED AND COUNTER,BOTH,HEAVY VEHICLES,2022,PM PEAK,815,-1,-1
56602,100001,PRESCRIBED,SOUTH,ALL VEHICLES,2022,OFF PEAK,10508,-1,-1
56602,100001,PRESCRIBED AND COUNTER,BOTH,ALL VEHICLES,2022,WEEKDAYS,40048,-1,-1
56602,100001,COUNTER,NORTH,ALL VEHICLES,2022,ALL DAYS,18717,-1,-1
56602,100001,PRESCRIBED AND COUNTER,BOTH,HEAVY VEHICLES,2022,WEEKDAYS,4446,-1,-1
56602,100001,PRESCRIBED,SOUTH,LIGHT VEHICLES,2022,ALL DAYS,18471,62,91
56602,100001,PRESCRIBED AND COUNTER,BOTH,LIGHT VEHICLES,2022,OFF PEAK,17898,-1,-1
56602,100001,PRESCRIBED,SOUTH,LIGHT VEHICLES,2022,WEEKENDS,17313,-1,-1
56602,100001,PRESCRIBED,SOUTH,LIGHT VEHICLES,2022,WEEKDAYS,18453,-1,-1
56602,100001,COUNTER,NORTH,LIGHT VEHICLES,2022,ALL DAYS,16880,52,92
56602,100001,PRESCRIBED,SOUTH,HEAVY VEHICLES,2022,WEEKENDS,858,-1,-1
56602,100001,PRESCRIBED,SOUTH,HEAVY VEHICLES,2022,PM PEAK,447,48,85
56602,100001,COUNTER,NORTH,ALL VEHICLES,2022,PM PEAK,4468,-1,-1
56602,100001,PRESCRIBED AND COUNTER,BOTH,HEAVY VEHICLES,2022,AM PEAK,1270,-1,-1
56602,100001,COUNTER,NORTH,ALL VEHICLES,2022,AM PEAK,5106,-1,-1
56602,100001,COUNTER,NORTH,HEAVY VEHICLES,2022,PM PEAK,368,39,85
56602,100001,PRESCRIBED AND COUNTER,BOTH,LIGHT VEHICLES,2022,WEEKDAYS,35602,-1,-1
56602,100001,PRESCRIBED,SOUTH,ALL VEHICLES,2022,WEEKDAYS,20723,-1,-1
56602,100001,PRESCRIBED AND COUNTER,BOTH,LIGHT VEHICLES,2022,PM PEAK,9720,-1,-1
56602,100001,PRESCRIBED AND COUNTER,BOTH,LIGHT VEHICLES,2022,AM PEAK,7984,-1,-1
56602,100001,PRESCRIBED,SOUTH,HEAVY VEHICLES,2022,ALL DAYS,1964,39,92
56602,100001,PRESCRIBED AND COUNTER,BOTH,ALL VEHICLES,2022,OFF PEAK,20259,-1,-1
56602,100001,COUNTER,NORTH,ALL VEHICLES,2022,WEEKDAYS,19325,-1,-1
56602,100001,PRESCRIBED,SOUTH,LIGHT VEHICLES,2022,OFF PEAK,9281,60,85
56602,100001,PRESCRIBED,SOUTH,ALL VEHICLES,2022,ALL DAYS,20435,-1,-1
56602,100001,PRESCRIBED,SOUTH,HEAVY VEHICLES,2022,OFF PEAK,1227,42,85
56602,100001,COUNTER,NORTH,HEAVY VEHICLES,2022,ALL DAYS,1837,34,92
56602,100001,COUNTER,NORTH,LIGHT VEHICLES,2022,AM PEAK,4432,62,86
56602,100001,COUNTER,NORTH,LIGHT VEHICLES,2022,OFF PEAK,8617,49,85
56602,100001,PRESCRIBED AND COUNTER,BOTH,LIGHT VEHICLES,2022,ALL DAYS,35351,-1,-1
56602,100001,COUNTER,NORTH,LIGHT VEHICLES,2022,PM PEAK,4100,59,84
56602,100001,PRESCRIBED,SOUTH,ALL VEHICLES,2022,WEEKENDS,18171,-1,-1
56602,100001,COUNTER,NORTH,LIGHT VEHICLES,2022,WEEKDAYS,17149,-1,-1
56602,100001,PRESCRIBED AND COUNTER,BOTH,HEAVY VEHICLES,2022,OFF PEAK,2361,-1,-1
56602,100001,COUNTER,NORTH,HEAVY VEHICLES,2022,WEEKDAYS,2176,-1,-1
56602,100001,COUNTER,NORTH,ALL VEHICLES,2022,OFF PEAK,9751,-1,-1
56602,100001,COUNTER,NORTH,ALL VEHICLES,2022,WEEKENDS,16351,-1,-1
56602,100001,COUNTER,NORTH,HEAVY VEHICLES,2022,OFF PEAK,1134,37,85
56602,100001,PRESCRIBED,SOUTH,HEAVY VEHICLES,2022,AM PEAK,596,54,86
56602,100001,COUNTER,NORTH,HEAVY VEHICLES,2022,WEEKENDS,798,-1,-1
56602,100001,PRESCRIBED AND COUNTER,BOTH,ALL VEHICLES,2022,ALL DAYS,39152,-1,-1
56602,100001,PRESCRIBED AND COUNTER,BOTH,LIGHT VEHICLES,2022,WEEKENDS,32866,-1,-1
56602,100001,PRESCRIBED,SOUTH,ALL VEHICLES,2022,AM PEAK,4148,-1,-1
56602,100001,PRESCRIBED AND COUNTER,BOTH,HEAVY VEHICLES,2022,WEEKENDS,1656,-1,-1
56602,100001,PRESCRIBED AND COUNTER,BOTH,ALL VEHICLES,2022,WEEKENDS,34522,-1,-1
56602,100001,PRESCRIBED,SOUTH,ALL VEHICLES,2022,PM PEAK,6067,-1,-1
56602,100001,PRESCRIBED,SOUTH,HEAVY VEHICLES,2022,WEEKDAYS,2270,-1,-1
56602,100001,PRESCRIBED AND COUNTER,BOTH,ALL VEHICLES,2022,PM PEAK,10535,-1,-1
56606,10011,PRESCRIBED,WEST,LIGHT VEHICLES,2022,WEEKDAYS,34738,-1,-1
56606,10011,PRESCRIBED AND COUNTER,BOTH,HEAVY VEHICLES,2022,AM PEAK,1595,-1,-1
56606,10011,PRESCRIBED AND COUNTER,BOTH,ALL VEHICLES,2022,WEEKDAYS,68671,-1,-1
56606,10011,PRESCRIBED,WEST,HEAVY VEHICLES,2022,ALL DAYS,2265,17,90
56606,10011,COUNTER,EAST,HEAVY VEHICLES,2022,AM PEAK,940,36,85
56606,10011,PRESCRIBED,WEST,ALL VEHICLES,2022,WEEKDAYS,37405,-1,-1
56606,10011,PRESCRIBED AND COUNTER,BOTH,HEAVY VEHICLES,2022,WEEKENDS,2123,-1,-1
56606,10011,PRESCRIBED AND COUNTER,BOTH,HEAVY VEHICLES,2022,PM PEAK,999,-1,-1
56606,10011,PRESCRIBED,WEST,ALL VEHICLES,2022,ALL DAYS,36850,-1,-1
56606,10011,PRESCRIBED AND COUNTER,BOTH,LIGHT VEHICLES,2022,PM PEAK,17503,-1,-1
56606,10011,COUNTER,EAST,HEAVY VEHICLES,2022,ALL DAYS,2028,18,90
56606,10011,COUNTER,EAST,HEAVY VEHICLES,2022,WEEKDAYS,2387,-1,-1
56606,10011,PRESCRIBED AND COUNTER,BOTH,HEAVY VEHICLES,2022,WEEKDAYS,5054,-1,-1
56606,10011,COUNTER,EAST,LIGHT VEHICLES,2022,AM PEAK,7002,77,84
56606,10011,COUNTER,EAST,HEAVY VEHICLES,2022,WEEKENDS,969,-1,-1
56606,10011,PRESCRIBED,WEST,HEAVY VEHICLES,2022,AM PEAK,655,27,87
56606,10011,COUNTER,EAST,ALL VEHICLES,2022,OFF PEAK,14732,-1,-1
56606,10011,PRESCRIBED,WEST,ALL VEHICLES,2022,WEEKENDS,33105,-1,-1
56606,10011,COUNTER,EAST,HEAVY VEHICLES,2022,OFF PEAK,1076,18,84
56606,10011,COUNTER,EAST,ALL VEHICLES,2022,AM PEAK,7942,-1,-1
56606,10011,PRESCRIBED,WEST,ALL VEHICLES,2022,AM PEAK,9548,-1,-1
56606,10011,COUNTER,EAST,ALL VEHICLES,2022,WEEKDAYS,31266,-1,-1
56606,10011,COUNTER,EAST,ALL VEHICLES,2022,ALL DAYS,30722,-1,-1
56606,10011,PRESCRIBED,WEST,LIGHT VEHICLES,2022,WEEKENDS,31951,-1,-1
56606,10011,COUNTER,EAST,ALL VEHICLES,2022,WEEKENDS,27008,-1,-1
56606,10011,COUNTER,EAST,ALL VEHICLES,2022,PM PEAK,8592,-1,-1
56606,10011,PRESCRIBED,WEST,HEAVY VEHICLES,2022,WEEKENDS,1154,-1,-1
56606,10011,COUNTER,EAST,HEAVY VEHICLES,2022,PM PEAK,371,20,83
56606,10011,PRESCRIBED AND COUNTER,BOTH,ALL VEHICLES,2022,OFF PEAK,32679,-1,-1
56606,10011,PRESCRIBED AND COUNTER,BOTH,LIGHT VEHICLES,2022,AM PEAK,15895,-1,-1
56606,10011,PRESCRIBED AND COUNTER,BOTH,ALL VEHICLES,2022,AM PEAK,17490,-1,-1
56606,10011,COUNTER,EAST,LIGHT VEHICLES,2022,WEEKDAYS,28879,-1,-1
56606,10011,PRESCRIBED AND COUNTER,BOTH,LIGHT VEHICLES,2022,WEEKDAYS,63617,-1,-1
56606,10011,PRESCRIBED AND COUNTER,BOTH,HEAVY VEHICLES,2022,OFF PEAK,2460,-1,-1
56606,10011,PRESCRIBED AND COUNTER,BOTH,HEAVY VEHICLES,2022,ALL DAYS,4293,-1,-1
56606,10011,PRESCRIBED,WEST,LIGHT VEHICLES,2022,AM PEAK,8893,77,87
56606,10011,PRESCRIBED,WEST,LIGHT VEHICLES,2022,OFF PEAK,16563,59,86
56606,10011,PRESCRIBED,WEST,HEAVY VEHICLES,2022,PM PEAK,628,23,85
56606,10011,PRESCRIBED,WEST,HEAVY VEHICLES,2022,OFF PEAK,1384,16,86
56606,10011,PRESCRIBED,WEST,HEAVY VEHICLES,2022,WEEKDAYS,2667,-1,-1
56606,10011,PRESCRIBED AND COUNTER,BOTH,ALL VEHICLES,2022,ALL DAYS,67572,-1,-1
56606,10011,PRESCRIBED,WEST,LIGHT VEHICLES,2022,PM PEAK,9282,78,85
56606,10011,PRESCRIBED,WEST,ALL VEHICLES,2022,OFF PEAK,17947,-1,-1
56606,10011,PRESCRIBED AND COUNTER,BOTH,ALL VEHICLES,2022,PM PEAK,18502,-1,-1
56606,10011,PRESCRIBED AND COUNTER,BOTH,LIGHT VEHICLES,2022,ALL DAYS,63279,-1,-1
56606,10011,PRESCRIBED AND COUNTER,BOTH,ALL VEHICLES,2022,WEEKENDS,60113,-1,-1
56606,10011,PRESCRIBED,WEST,LIGHT VEHICLES,2022,ALL DAYS,34585,65,89
56606,10011,COUNTER,EAST,LIGHT VEHICLES,2022,PM PEAK,8221,78,83
56606,10011,COUNTER,EAST,LIGHT VEHICLES,2022,ALL DAYS,28694,68,89
56606,10011,COUNTER,EAST,LIGHT VEHICLES,2022,WEEKENDS,26039,-1,-1
56606,10011,PRESCRIBED AND COUNTER,BOTH,LIGHT VEHICLES,2022,OFF PEAK,30219,-1,-1
56606,10011,COUNTER,EAST,LIGHT VEHICLES,2022,OFF PEAK,13656,63,83
56606,10011,PRESCRIBED AND COUNTER,BOTH,LIGHT VEHICLES,2022,WEEKENDS,57990,-1,-1
56606,10011,PRESCRIBED,WEST,ALL VEHICLES,2022,PM PEAK,9910,-1,-1
56615,10052,PRESCRIBED,EAST,UNCLASSIFIED,2022,ALL DAYS,17516,67,99
56615,10052,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2022,WEEKDAYS,40113,-1,-1
56615,10052,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2022,WEEKENDS,37519,-1,-1
56615,10052,COUNTER,WEST,UNCLASSIFIED,2022,WEEKDAYS,22263,-1,-1
56615,10052,PRESCRIBED,EAST,UNCLASSIFIED,2022,PM PEAK,5061,68,98
56615,10052,PRESCRIBED,EAST,UNCLASSIFIED,2022,AM PEAK,4128,68,92
56615,10052,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2022,ALL DAYS,39243,-1,-1
56615,10052,COUNTER,WEST,UNCLASSIFIED,2022,AM PEAK,6183,96,88
56615,10052,COUNTER,WEST,UNCLASSIFIED,2022,WEEKENDS,20804,-1,-1
56615,10052,PRESCRIBED,EAST,UNCLASSIFIED,2022,WEEKDAYS,17850,-1,-1
56615,10052,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2022,OFF PEAK,19229,-1,-1
56615,10052,COUNTER,WEST,UNCLASSIFIED,2022,OFF PEAK,10568,95,99
56615,10052,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2022,AM PEAK,10311,-1,-1
56615,10052,PRESCRIBED,EAST,UNCLASSIFIED,2022,OFF PEAK,8661,68,98
56615,10052,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2022,PM PEAK,10573,-1,-1
56615,10052,PRESCRIBED,EAST,UNCLASSIFIED,2022,WEEKENDS,16715,-1,-1
56615,10052,COUNTER,WEST,UNCLASSIFIED,2022,ALL DAYS,21727,96,99
56615,10052,COUNTER,WEST,UNCLASSIFIED,2022,PM PEAK,5512,96,99
56678,18011,COUNTER,NORTH,UNCLASSIFIED,2022,AM PEAK,5521,-1,-1
56678,18011,COUNTER,NORTH,UNCLASSIFIED,2022,ALL DAYS,21371,-1,-1
56678,18011,COUNTER,NORTH,UNCLASSIFIED,2022,WEEKDAYS,20347,-1,-1
56678,18011,COUNTER,NORTH,UNCLASSIFIED,2022,PM PEAK,4259,-1,-1
56678,18011,COUNTER,NORTH,UNCLASSIFIED,2022,OFF PEAK,10567,-1,-1
56678,18011,COUNTER,NORTH,UNCLASSIFIED,2022,WEEKENDS,22776,-1,-1
56683,18041,COUNTER,EAST,UNCLASSIFIED,2022,WEEKDAYS,11499,-1,-1
56683,18041,PRESCRIBED,WEST,UNCLASSIFIED,2022,ALL DAYS,10938,-1,-1
56683,18041,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2022,ALL DAYS,21945,-1,-1
56683,18041,COUNTER,EAST,UNCLASSIFIED,2022,AM PEAK,3296,-1,-1
56683,18041,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2022,WEEKDAYS,22968,-1,-1
56683,18041,PRESCRIBED,WEST,UNCLASSIFIED,2022,WEEKDAYS,11469,-1,-1
56683,18041,PRESCRIBED,WEST,UNCLASSIFIED,2022,OFF PEAK,5797,-1,-1
56683,18041,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2022,AM PEAK,5268,-1,-1
56683,18041,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2022,PM PEAK,6220,-1,-1
56683,18041,COUNTER,EAST,UNCLASSIFIED,2022,OFF PEAK,5683,-1,-1
56683,18041,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2022,WEEKENDS,19400,-1,-1
56683,18041,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2022,OFF PEAK,11480,-1,-1
56683,18041,PRESCRIBED,WEST,UNCLASSIFIED,2022,AM PEAK,1972,-1,-1
56683,18041,PRESCRIBED,WEST,UNCLASSIFIED,2022,PM PEAK,3700,-1,-1
56683,18041,COUNTER,EAST,UNCLASSIFIED,2022,WEEKENDS,9706,-1,-1
56683,18041,PRESCRIBED,WEST,UNCLASSIFIED,2022,WEEKENDS,9694,-1,-1
56683,18041,COUNTER,EAST,UNCLASSIFIED,2022,PM PEAK,2520,-1,-1
56683,18041,COUNTER,EAST,UNCLASSIFIED,2022,ALL DAYS,11007,-1,-1
56694,19065,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2022,AM PEAK,14377,-1,-1
56694,19065,COUNTER,EAST,UNCLASSIFIED,2022,AM PEAK,9760,98,89
56694,19065,PRESCRIBED,WEST,UNCLASSIFIED,2022,OFF PEAK,16711,98,100
56694,19065,COUNTER,EAST,UNCLASSIFIED,2022,WEEKDAYS,30467,-1,-1
56694,19065,COUNTER,EAST,UNCLASSIFIED,2022,OFF PEAK,14556,97,100
56694,19065,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2022,PM PEAK,15299,-1,-1
56694,19065,PRESCRIBED,WEST,UNCLASSIFIED,2022,ALL DAYS,30128,98,98
56694,19065,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2022,OFF PEAK,31267,-1,-1
56694,19065,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2022,ALL DAYS,59887,-1,-1
56694,19065,PRESCRIBED,WEST,UNCLASSIFIED,2022,PM PEAK,9148,98,96
56694,19065,PRESCRIBED,WEST,UNCLASSIFIED,2022,WEEKENDS,29368,-1,-1
56694,19065,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2022,WEEKENDS,57376,-1,-1
56694,19065,PRESCRIBED,WEST,UNCLASSIFIED,2022,WEEKDAYS,30476,-1,-1
56694,19065,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2022,WEEKDAYS,60943,-1,-1
56694,19065,COUNTER,EAST,UNCLASSIFIED,2022,ALL DAYS,29759,97,96
56694,19065,COUNTER,EAST,UNCLASSIFIED,2022,PM PEAK,6151,98,98
56694,19065,PRESCRIBED,WEST,UNCLASSIFIED,2022,AM PEAK,4617,98,93
56694,19065,COUNTER,EAST,UNCLASSIFIED,2022,WEEKENDS,28008,-1,-1
56738,22001,COUNTER,WEST,UNCLASSIFIED,2022,OFF PEAK,12478,-1,-1
56738,22001,PRESCRIBED,EAST,UNCLASSIFIED,2022,WEEKENDS,24452,-1,-1
