feature,mean,max,nonzero_pct
crash_count,1.5638180032982851,15,0.6261136478461055
crash_severity_sum,2.6998522444544006,29,0.6261136478461055
crash_injury_sum,1.2926589325376776,25,0.523864903768243
crash_fatal_count,0.01139910202758739,2,0.011261832359417748
crash_wet_count,0.2720093800939916,5,0.2118833589125192
