station_key,station_id,traffic_direction_name,cardinal_direction_name,classification_type,year,period,traffic_count,data_availability,data_reliability
56606,10011,PRESCRIBED AND COUNTER,BOTH,LIGHT VEHICLES,2023,ALL DAYS,63430,-1,-1
56606,10011,COUNTER,EAST,LIGHT VEHICLES,2023,PM PEAK,8419,56,93
56606,10011,COUNTER,EAST,ALL VEHICLES,2023,WEEKDAYS,31837,-1,-1
56606,10011,COUNTER,EAST,LIGHT VEHICLES,2023,ALL DAYS,28783,50,92
56606,10011,COUNTER,EAST,HEAVY VEHICLES,2023,ALL DAYS,2087,14,93
56606,10011,PRESCRIBED AND COUNTER,BOTH,ALL VEHICLES,2023,PM PEAK,18980,-1,-1
56606,10011,PRESCRIBED AND COUNTER,BOTH,LIGHT VEHICLES,2023,WEEKENDS,59106,-1,-1
56606,10011,PRESCRIBED,WEST,HEAVY VEHICLES,2023,WEEKDAYS,2787,-1,-1
56606,10011,PRESCRIBED,WEST,LIGHT VEHICLES,2023,ALL DAYS,34647,49,91
56615,10052,COUNTER,WEST,UNCLASSIFIED,2023,AM PEAK,6214,16,86
56615,10052,COUNTER,WEST,UNCLASSIFIED,2023,ALL DAYS,22923,16,100
56615,10052,COUNTER,WEST,UNCLASSIFIED,2023,WEEKDAYS,23100,-1,-1
56615,10052,COUNTER,WEST,UNCLASSIFIED,2023,PM PEAK,5669,16,100
56615,10052,COUNTER,WEST,UNCLASSIFIED,2023,WEEKENDS,22859,-1,-1
56615,10052,COUNTER,WEST,UNCLASSIFIED,2023,OFF PEAK,11217,16,100
56694,19065,PRESCRIBED,WEST,UNCLASSIFIED,2023,OFF PEAK,17001,18,100
56694,19065,PRESCRIBED,WEST,UNCLASSIFIED,2023,AM PEAK,4327,18,91
56694,19065,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,OFF PEAK,30990,-1,-1
56694,19065,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,ALL DAYS,59332,-1,-1
56694,19065,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,WEEKENDS,57161,-1,-1
56694,19065,PRESCRIBED,WEST,UNCLASSIFIED,2023,ALL DAYS,30479,18,98
56694,19065,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,AM PEAK,14131,-1,-1
56694,19065,COUNTER,EAST,UNCLASSIFIED,2023,WEEKENDS,27381,-1,-1
56694,19065,COUNTER,EAST,UNCLASSIFIED,2023,WEEKDAYS,29565,-1,-1
56694,19065,PRESCRIBED,WEST,UNCLASSIFIED,2023,PM PEAK,9450,18,97
56694,19065,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,PM PEAK,15222,-1,-1
56694,19065,PRESCRIBED,WEST,UNCLASSIFIED,2023,WEEKENDS,29780,-1,-1
56694,19065,COUNTER,EAST,UNCLASSIFIED,2023,ALL DAYS,28853,19,98
56694,19065,COUNTER,EAST,UNCLASSIFIED,2023,AM PEAK,9804,18,89
56694,19065,COUNTER,EAST,UNCLASSIFIED,2023,PM PEAK,5772,18,100
56694,19065,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,WEEKDAYS,60343,-1,-1
56694,19065,PRESCRIBED,WEST,UNCLASSIFIED,2023,WEEKDAYS,30778,-1,-1
56694,19065,COUNTER,EAST,UNCLASSIFIED,2023,OFF PEAK,13989,18,100
56738,22001,PRESCRIBED,EAST,UNCLASSIFIED,2023,ALL DAYS,27264,-1,-1
56738,22001,COUNTER,WEST,UNCLASSIFIED,2023,OFF PEAK,12588,-1,-1
56738,22001,PRESCRIBED,EAST,UNCLASSIFIED,2023,AM PEAK,6081,-1,-1
56738,22001,COUNTER,WEST,UNCLASSIFIED,2023,ALL DAYS,24590,-1,-1
56738,22001,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,PM PEAK,13196,-1,-1
56738,22001,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,ALL DAYS,51854,-1,-1
56738,22001,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,OFF PEAK,26712,-1,-1
56738,22001,COUNTER,WEST,UNCLASSIFIED,2023,PM PEAK,5690,-1,-1
56738,22001,PRESCRIBED,EAST,UNCLASSIFIED,2023,WEEKENDS,25942,-1,-1
56738,22001,PRESCRIBED,EAST,UNCLASSIFIED,2023,OFF PEAK,14124,-1,-1
56738,22001,COUNTER,WEST,UNCLASSIFIED,2023,WEEKENDS,23731,-1,-1
56738,22001,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,WEEKENDS,49673,-1,-1
56738,22001,COUNTER,WEST,UNCLASSIFIED,2023,AM PEAK,6650,-1,-1
56738,22001,PRESCRIBED,EAST,UNCLASSIFIED,2023,WEEKDAYS,27711,-1,-1
56738,22001,PRESCRIBED,EAST,UNCLASSIFIED,2023,PM PEAK,7506,-1,-1
56738,22001,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,AM PEAK,12731,-1,-1
56738,22001,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,WEEKDAYS,52639,-1,-1
56738,22001,COUNTER,WEST,UNCLASSIFIED,2023,WEEKDAYS,24928,-1,-1
56740,22043,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,AM PEAK,6229,-1,-1
56740,22043,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,ALL DAYS,20614,-1,-1
56740,22043,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,PM PEAK,6318,-1,-1
56740,22043,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,WEEKENDS,18595,-1,-1
56740,22043,COUNTER,EAST,UNCLASSIFIED,2023,WEEKDAYS,9530,-1,-1
56740,22043,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,WEEKDAYS,21354,-1,-1
56740,22043,PRESCRIBED,WEST,UNCLASSIFIED,2023,OFF PEAK,4835,18,100
56740,22043,PRESCRIBED,WEST,UNCLASSIFIED,2023,PM PEAK,3044,18,91
56740,22043,PRESCRIBED,WEST,UNCLASSIFIED,2023,WEEKDAYS,11824,-1,-1
56740,22043,PRESCRIBED,WEST,UNCLASSIFIED,2023,AM PEAK,3945,18,77
56740,22043,COUNTER,EAST,UNCLASSIFIED,2023,WEEKENDS,8356,-1,-1
56740,22043,COUNTER,EAST,UNCLASSIFIED,2023,PM PEAK,3274,18,81
56740,22043,COUNTER,EAST,UNCLASSIFIED,2023,ALL DAYS,9278,19,88
56740,22043,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,OFF PEAK,8807,-1,-1
56740,22043,PRESCRIBED,WEST,UNCLASSIFIED,2023,ALL DAYS,11336,19,98
56740,22043,COUNTER,EAST,UNCLASSIFIED,2023,OFF PEAK,3972,18,91
56740,22043,COUNTER,EAST,UNCLASSIFIED,2023,AM PEAK,2284,18,89
56740,22043,PRESCRIBED,WEST,UNCLASSIFIED,2023,WEEKENDS,10239,-1,-1
56778,24014,COUNTER,EAST,UNCLASSIFIED,2023,PM PEAK,5453,18,100
56778,24014,COUNTER,EAST,UNCLASSIFIED,2023,ALL DAYS,22095,18,98
56778,24014,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,ALL DAYS,42478,-1,-1
56778,24014,COUNTER,EAST,UNCLASSIFIED,2023,WEEKDAYS,22501,-1,-1
56778,24014,PRESCRIBED,WEST,UNCLASSIFIED,2023,OFF PEAK,11395,18,100
56778,24014,COUNTER,EAST,UNCLASSIFIED,2023,OFF PEAK,11501,18,100
56778,24014,PRESCRIBED,WEST,UNCLASSIFIED,2023,WEEKENDS,20036,-1,-1
56778,24014,PRESCRIBED,WEST,UNCLASSIFIED,2023,ALL DAYS,20383,18,100
56778,24014,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,AM PEAK,9464,-1,-1
56778,24014,PRESCRIBED,WEST,UNCLASSIFIED,2023,PM PEAK,5263,18,97
56778,24014,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,WEEKENDS,41142,-1,-1
56778,24014,PRESCRIBED,WEST,UNCLASSIFIED,2023,AM PEAK,3917,18,93
56778,24014,COUNTER,EAST,UNCLASSIFIED,2023,WEEKENDS,21106,-1,-1
56778,24014,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,OFF PEAK,22896,-1,-1
56778,24014,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,PM PEAK,10716,-1,-1
56778,24014,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,WEEKDAYS,43076,-1,-1
56778,24014,PRESCRIBED,WEST,UNCLASSIFIED,2023,WEEKDAYS,20575,-1,-1
56778,24014,COUNTER,EAST,UNCLASSIFIED,2023,AM PEAK,5547,18,89
56781,24026,COUNTER,SOUTH,UNCLASSIFIED,2023,ALL DAYS,32669,18,100
56781,24026,COUNTER,SOUTH,UNCLASSIFIED,2023,PM PEAK,7689,19,100
56781,24026,COUNTER,SOUTH,UNCLASSIFIED,2023,WEEKDAYS,32883,-1,-1
56781,24026,COUNTER,SOUTH,UNCLASSIFIED,2023,WEEKENDS,32353,-1,-1
56781,24026,COUNTER,SOUTH,UNCLASSIFIED,2023,OFF PEAK,17726,19,100
56781,24026,COUNTER,SOUTH,UNCLASSIFIED,2023,AM PEAK,7468,19,96
56823,28022,COUNTER,EAST,UNCLASSIFIED,2023,AM PEAK,7080,11,76
56823,28022,PRESCRIBED,WEST,UNCLASSIFIED,2023,WEEKENDS,24951,-1,-1
56823,28022,PRESCRIBED,WEST,UNCLASSIFIED,2023,ALL DAYS,26644,4,93
56823,28022,PRESCRIBED,WEST,UNCLASSIFIED,2023,PM PEAK,7641,4,84
56823,28022,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,OFF PEAK,27032,-1,-1
56823,28022,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,AM PEAK,11991,-1,-1
56823,28022,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,ALL DAYS,51964,-1,-1
56823,28022,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,PM PEAK,14077,-1,-1
56823,28022,PRESCRIBED,WEST,UNCLASSIFIED,2023,WEEKDAYS,26991,-1,-1
56823,28022,COUNTER,EAST,UNCLASSIFIED,2023,PM PEAK,6436,11,93
56823,28022,PRESCRIBED,WEST,UNCLASSIFIED,2023,AM PEAK,4911,4,84
56823,28022,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,WEEKDAYS,53100,-1,-1
56823,28022,COUNTER,EAST,UNCLASSIFIED,2023,WEEKENDS,23469,-1,-1
56823,28022,PRESCRIBED AND COUNTER,BOTH,UNCLASSIFIED,2023,WEEKENDS,48420,-1,-1
56823,28022,COUNTER,EAST,UNCLASSIFIED,2023,OFF PEAK,12593,11,100
56823,28022,COUNTER,EAST,UNCLASSIFIED,2023,WEEKDAYS,26109,-1,-1
56823,28022,PRESCRIBED,WEST,UNCLASSIFIED,2023,OFF PEAK,14439,5,83
56823,28022,COUNTER,EAST,UNCLASSIFIED,2023,ALL DAYS,25320,11,95
56841,29005,COUNTER,SOUTH,HEAVY VEHICLES,2023,WEEKDAYS,4271,-1,-1
56841,29005,PRESCRIBED,NORTH,ALL VEHICLES,2023,PM PEAK,12054,-1,-1
56841,29005,PRESCRIBED,NORTH,LIGHT VEHICLES,2023,OFF PEAK,20576,11,79
56841,29005,PRESCRIBED,NORTH,LIGHT VEHICLES,2023,WEEKDAYS,42760,-1,-1
56841,29005,PRESCRIBED,NORTH,HEAVY VEHICLES,2023,PM PEAK,624,6,78
56841,29005,PRESCRIBED,NORTH,HEAVY VEHICLES,2023,AM PEAK,1435,9,80
56841,29005,PRESCRIBED,NORTH,HEAVY VEHICLES,2023,OFF PEAK,2044,6,79
56841,29005,PRESCRIBED,NORTH,HEAVY VEHICLES,2023,ALL DAYS,3813,6,88
56841,29005,PRESCRIBED,NORTH,HEAVY VEHICLES,2023,WEEKENDS,1910,-1,-1
56841,29005,PRESCRIBED,NORTH,LIGHT VEHICLES,2023,ALL DAYS,44774,12,86
56841,29005,PRESCRIBED AND COUNTER,BOTH,ALL VEHICLES,2023,AM PEAK,24062,-1,-1
56841,29005,PRESCRIBED,NORTH,ALL VEHICLES,2023,WEEKDAYS,46863,-1,-1
56841,29005,PRESCRIBED,NORTH,ALL VEHICLES,2023,AM PEAK,12189,-1,-1
56841,29005,PRESCRIBED,NORTH,ALL VEHICLES,2023,OFF PEAK,22620,-1,-1
56841,29005,PRESCRIBED,NORTH,LIGHT VEHICLES,2023,WEEKENDS,41844,-1,-1
56841,29005,PRESCRIBED,NORTH,ALL VEHICLES,2023,WEEKENDS,43754,-1,-1
56841,29005,PRESCRIBED,NORTH,LIGHT VEHICLES,2023,PM PEAK,11430,14,79
56841,29005,PRESCRIBED,NORTH,ALL VEHICLES,2023,ALL DAYS,48587,-1,-1
56841,29005,PRESCRIBED,NORTH,LIGHT VEHICLES,2023,AM PEAK,10754,14,80
56841,29005,COUNTER,SOUTH,ALL VEHICLES,2023,AM PEAK,11873,-1,-1
56841,29005,PRESCRIBED,NORTH,HEAVY VEHICLES,2023,WEEKDAYS,4103,-1,-1
56841,29005,COUNTER,SOUTH,LIGHT VEHICLES,2023,ALL DAYS,44852,46,90
56841,29005,COUNTER,SOUTH,HEAVY VEHICLES,2023,OFF PEAK,2352,20,93
56841,29005,COUNTER,SOUTH,LIGHT VEHICLES,2023,OFF PEAK,21604,42,90
56841,29005,PRESCRIBED AND COUNTER,BOTH,LIGHT VEHICLES,2023,ALL DAYS,89626,-1,-1
56841,29005,PRESCRIBED AND COUNTER,BOTH,HEAVY VEHICLES,2023,PM PEAK,1544,-1,-1
56841,29005,PRESCRIBED AND COUNTER,BOTH,HEAVY VEHICLES,2023,AM PEAK,2434,-1,-1
56841,29005,COUNTER,SOUTH,ALL VEHICLES,2023,WEEKENDS,45705,-1,-1
56841,29005,COUNTER,SOUTH,HEAVY VEHICLES,2023,ALL DAYS,3596,19,94
56841,29005,COUNTER,SOUTH,HEAVY VEHICLES,2023,AM PEAK,999,28,92
56841,29005,COUNTER,SOUTH,ALL VEHICLES,2023,PM PEAK,13345,-1,-1
56841,29005,PRESCRIBED AND COUNTER,BOTH,LIGHT VEHICLES,2023,WEEKENDS,85761,-1,-1
56841,29005,COUNTER,SOUTH,ALL VEHICLES,2023,ALL DAYS,48448,-1,-1
56841,29005,COUNTER,SOUTH,HEAVY VEHICLES,2023,WEEKENDS,1788,-1,-1
56841,29005,COUNTER,SOUTH,LIGHT VEHICLES,2023,PM PEAK,12425,55,91
56841,29005,PRESCRIBED AND COUNTER,BOTH,HEAVY VEHICLES,2023,WEEKENDS,3698,-1,-1
56841,29005,PRESCRIBED AND COUNTER,BOTH,HEAVY VEHICLES,2023,OFF PEAK,4396,-1,-1
56841,29005,PRESCRIBED AND COUNTER,BOTH,ALL VEHICLES,2023,ALL DAYS,97035,-1,-1
56841,29005,PRESCRIBED AND COUNTER,BOTH,ALL VEHICLES,2023,WEEKENDS,89459,-1,-1
56841,29005,COUNTER,SOUTH,LIGHT VEHICLES,2023,WEEKDAYS,44903,-1,-1
56841,29005,PRESCRIBED AND COUNTER,BOTH,HEAVY VEHICLES,2023,WEEKDAYS,8374,-1,-1
56841,29005,COUNTER,SOUTH,ALL VEHICLES,2023,OFF PEAK,23956,-1,-1
56841,29005,COUNTER,SOUTH,ALL VEHICLES,2023,WEEKDAYS,49174,-1,-1
56841,29005,COUNTER,SOUTH,HEAVY VEHICLES,2023,PM PEAK,920,22,94
56841,29005,PRESCRIBED AND COUNTER,BOTH,HEAVY VEHICLES,2023,ALL DAYS,7409,-1,-1
56841,29005,PRESCRIBED AND COUNTER,BOTH,LIGHT VEHICLES,2023,WEEKDAYS,87663,-1,-1
56841,29005,PRESCRIBED AND COUNTER,BOTH,ALL VEHICLES,2023,OFF PEAK,46576,-1,-1
56841,29005,COUNTER,SOUTH,LIGHT VEHICLES,2023,AM PEAK,10874,49,90
56841,29005,PRESCRIBED AND COUNTER,BOTH,LIGHT VEHICLES,2023,PM PEAK,23855,-1,-1
56841,29005,PRESCRIBED AND COUNTER,BOTH,LIGHT VEHICLES,2023,OFF PEAK,42180,-1,-1
56841,29005,COUNTER,SOUTH,LIGHT VEHICLES,2023,WEEKENDS,43917,-1,-1
