station_key,date,month,day_of_week,public_holiday,school_holiday,daily_total,volume,hour,full_name,road_functional_hierarchy,lga,latitude,longitude,crash_count,crash_severity_sum,crash_injury_sum,crash_fatal_count,crash_wet_count
55304,2019-01-11 00:00:00+00,1,5,False,True,40191,143.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-01-11 00:00:00+00,1,5,False,True,47021,0.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-01-12 00:00:00+00,1,6,False,True,42271,433.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,1,2,1,0,0
55304,2019-01-12 00:00:00+00,1,6,False,True,39884,270.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,1,2,1,0,0
55304,2019-01-13 00:00:00+00,1,7,False,True,37045,420.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,2,3,1,0,0
55304,2019-01-13 00:00:00+00,1,7,False,True,37454,717.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,2,3,1,0,0
55304,2019-01-14 00:00:00+00,1,1,False,True,41787,159.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-01-14 00:00:00+00,1,1,False,True,46234,178.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-01-15 00:00:00+00,1,2,False,True,48400,169.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-01-15 00:00:00+00,1,2,False,True,42999,115.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-01-16 00:00:00+00,1,3,False,True,43204,123.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,1,2,1,0,0
55304,2019-01-16 00:00:00+00,1,3,False,True,49503,158.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,1,2,1,0,0
55304,2019-01-17 00:00:00+00,1,4,False,True,47721,240.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-01-17 00:00:00+00,1,4,False,True,42765,168.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-01-18 00:00:00+00,1,5,False,True,42256,0.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-01-18 00:00:00+00,1,5,False,True,50933,216.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-01-19 00:00:00+00,1,6,False,True,40764,278.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,1,2,1,0,0
55304,2019-01-19 00:00:00+00,1,6,False,True,43984,531.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,1,2,1,0,0
55304,2019-01-20 00:00:00+00,1,7,False,True,41013,817.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,2,3,1,0,0
55304,2019-01-20 00:00:00+00,1,7,False,True,38279,438.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,2,3,1,0,0
55304,2019-01-21 00:00:00+00,1,1,False,True,47952,206.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-01-21 00:00:00+00,1,1,False,True,39964,0.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-01-22 00:00:00+00,1,2,False,True,41634,0.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-01-22 00:00:00+00,1,2,False,True,48403,103.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-02-01 00:00:00+00,2,5,False,False,51845,2.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,1,1,0,0,1
55304,2019-02-01 00:00:00+00,2,5,False,False,43406,175.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,1,1,0,0,1
55304,2019-02-02 00:00:00+00,2,6,False,False,45942,447.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,1,2,1,0,1
55304,2019-02-02 00:00:00+00,2,6,False,False,41687,302.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,1,2,1,0,1
55304,2019-02-03 00:00:00+00,2,7,False,False,38475,525.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-02-03 00:00:00+00,2,7,False,False,39433,888.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-02-04 00:00:00+00,2,1,False,False,48408,211.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-02-04 00:00:00+00,2,1,False,False,42602,132.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-02-05 00:00:00+00,2,2,False,False,49610,180.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-02-05 00:00:00+00,2,2,False,False,42720,162.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-02-06 00:00:00+00,2,3,False,False,43394,171.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-02-06 00:00:00+00,2,3,False,False,51609,167.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-02-07 00:00:00+00,2,4,False,False,43260,165.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,2,4,3,0,0
55304,2019-02-07 00:00:00+00,2,4,False,False,52179,251.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,2,4,3,0,0
55304,2019-02-08 00:00:00+00,2,5,False,False,44069,188.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,1,1,0,0,1
55304,2019-02-08 00:00:00+00,2,5,False,False,51160,0.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,1,1,0,0,1
55304,2019-02-09 00:00:00+00,2,6,False,False,47263,849.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,1,2,1,0,1
55304,2019-02-09 00:00:00+00,2,6,False,False,42471,339.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,1,2,1,0,1
55304,2019-02-10 00:00:00+00,2,7,False,False,39788,845.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-02-10 00:00:00+00,2,7,False,False,39297,557.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-02-11 00:00:00+00,2,1,False,False,49187,202.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-02-11 00:00:00+00,2,1,False,False,42924,136.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-02-12 00:00:00+00,2,2,False,False,43619,141.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-02-12 00:00:00+00,2,2,False,False,49594,137.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-02-13 00:00:00+00,2,3,False,False,43324,154.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-02-13 00:00:00+00,2,3,False,False,51540,186.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-02-14 00:00:00+00,2,4,False,False,43176,174.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,2,4,3,0,0
55304,2019-02-14 00:00:00+00,2,4,False,False,52569,254.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,2,4,3,0,0
55304,2019-02-15 00:00:00+00,2,5,False,False,53325,301.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,1,1,0,0,1
55304,2019-02-15 00:00:00+00,2,5,False,False,43396,0.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,1,1,0,0,1
55304,2019-02-16 00:00:00+00,2,6,False,False,44041,319.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,1,2,1,0,1
55304,2019-02-16 00:00:00+00,2,6,False,False,48663,525.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,1,2,1,0,1
55304,2019-02-17 00:00:00+00,2,7,False,False,40351,536.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-02-17 00:00:00+00,2,7,False,False,42187,811.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-02-18 00:00:00+00,2,1,False,False,42874,146.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-02-18 00:00:00+00,2,1,False,False,49334,4.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
55304,2019-02-19 00:00:00+00,2,2,False,False,43629,127.0,0,"Sydney Harbour Tunnel, North of Cahill Expressway",Primary Road,Sydney,-33.860836,151.213791,0,0,0,0,0
