feature,mean,max,nonzero_pct
crash_count,1.2829562363438711,15,0.5605394332025561
crash_severity_sum,2.2025186746391703,27,0.5605394332025561
crash_injury_sum,1.0557165896336935,25,0.458611377036827
crash_fatal_count,0.010242044616189484,2,0.010130591475165495
crash_wet_count,0.21074208661905233,5,0.1708185734164297
